Task.Code,Stanhope PFI Task code,Task.Category,Task.RepairArea,Task.Problem,Task.Item,Task.Priority,Task.Communal,Task.Unit,Task.TenureSharedO,Task.TenureRented,Task.TenureSupported,Task.BookOnline,Task.CategoryTip,Task.RepairAreaTip,Task.TaskItemTip,Task.SpecialistContractor
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,Pipes are frozen,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)","No cold water, banging pipes and running overflows",No cold water,Pipes are frozen,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Burst pipes,Burst pipe inside house,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Burst pipes,Burst pipe inside house,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Burst pipes,Burst pipe inside house,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Burst pipes,Burst pipe outside house,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Burst pipes,Burst pipe outside house,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU075,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Burst pipes,Burst pipe outside house,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU014,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Leaks,Cylinder leaking,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU014,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Leaks,Cylinder leaking,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU014,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Leaks,Cylinder leaking,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Leaks,Pipe leaking,U,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Leaks,Pipe leaking,U,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
PLU073,695999,"Plumbing (Leaks, Taps and Baths etc)",Leaks and Burst Pipes,Leaks,Pipe leaking,U,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,"If you are unable to contain the leak, please call Moat on 0300 323 0011 to raise an emergency repair.",FALSE
Damp ,Damp ,Damp ,Damp patches on the wall ,,,R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Damp on a wall at a low level could be rising damp. You may see discoloured patches on the lower part of the your wall on the inside, the floor around that area may also be damp. Check the outside of the wall and make sure that it is free from any earth and debris, as this can contribute to rising damp.",,FASLE
Damp ,Damp ,Damp ,Damp patches on the wall ,,,R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Damp on a wall at a low level could be rising damp. You may see discoloured patches on the lower part of the your wall on the inside, the floor around that area may also be damp. Check the outside of the wall and make sure that it is free from any earth and debris, as this can contribute to rising damp.",,FASLE
Damp ,Damp ,Damp ,Damp patches on the wall ,,,R,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,"Damp on a wall at a low level could be rising damp. You may see discoloured patches on the lower part of the your wall on the inside, the floor around that area may also be damp. Check the outside of the wall and make sure that it is free from any earth and debris, as this can contribute to rising damp.",,FASLE
Damp ,Damp ,Damp ,Damp patches on the ceiling ,,,R,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"If the damp patch is on the ceiling directly below your roof, the most likely cause of the damp patch is a roof leak. We recommend that you look at the roof, if you can, and check that there no slates or tiles missing. If the ceiling is not directly below a roof, you may have a leak from a pipe. We recommend you check the room above the area to see if you can see anything obvious.",,FALSE
Damp ,Damp ,Damp ,Damp patches on the ceiling ,,,R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"If the damp patch is on the ceiling directly below your roof, the most likely cause of the damp patch is a roof leak. We recommend that you look at the roof, if you can, and check that there no slates or tiles missing. If the ceiling is not directly below a roof, you may have a leak from a pipe. We recommend you check the room above the area to see if you can see anything obvious.",,FALSE
Damp ,Damp ,Damp ,Damp patches on the ceiling ,,,R,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,"If the damp patch is on the ceiling directly below your roof, the most likely cause of the damp patch is a roof leak. We recommend that you look at the roof, if you can, and check that there no slates or tiles missing. If the ceiling is not directly below a roof, you may have a leak from a pipe. We recommend you check the room above the area to see if you can see anything obvious.",,FALSE
Damp ,Damp ,Damp ,Damp and black mould of walls or ceiling,,,R,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Surface damp and mould is usually caused by condensation, this will usually happen in the kitchen or bathroom where hot water makes the atmosphere steamy, or where water is running down the inside of the windows. You can reduce condensation by keeping rooms warm and well ventilated, use an extractor fan (if one is fitted) or keep a window open. Make sure that any vents in the windows are kept open and wipe away small patches of mould regularly.",,FALSE
Damp ,Damp ,Damp ,Damp and black mould of walls or ceiling,,,R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,"Surface damp and mould is usually caused by condensation, this will usually happen in the kitchen or bathroom where hot water makes the atmosphere steamy, or where water is running down the inside of the windows. You can reduce condensation by keeping rooms warm and well ventilated, use an extractor fan (if one is fitted) or keep a window open. Make sure that any vents in the windows are kept open and wipe away small patches of mould regularly.",,FALSE
Damp ,Damp ,Damp ,Damp and black mould of walls or ceiling,,,R,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,"Surface damp and mould is usually caused by condensation, this will usually happen in the kitchen or bathroom where hot water makes the atmosphere steamy, or where water is running down the inside of the windows. You can reduce condensation by keeping rooms warm and well ventilated, use an extractor fan (if one is fitted) or keep a window open. Make sure that any vents in the windows are kept open and wipe away small patches of mould regularly.",,FALSE
Damp ,Damp ,Damp ,Damp and black mould of walls or ceiling,,,R,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,"Surface damp and mould is usually caused by condensation, this will usually happen in the kitchen or bathroom where hot water makes the atmosphere steamy, or where water is running down the inside of the windows. You can reduce condensation by keeping rooms warm and well ventilated, use an extractor fan (if one is fitted) or keep a window open. Make sure that any vents in the windows are kept open and wipe away small patches of mould regularly.",,FALSE
